index,word,block,pos
466,ki67,"Sub regions that showed multiple co-staining of markers including CD133, Frizzled 9, GFAP, Vimentin, and SSEA4, but not necessarily the proliferation marker Ki67, were highly associated with grade II/III meningiomas.",157
587,wnt,"The Wnt-signaling pathway has been shown important in GSC, and CUSP9 significantly reduces Wnt-activity.",4
587,cusp9,"The Wnt-signaling pathway has been shown important in GSC, and CUSP9 significantly reduces Wnt-activity.",63
587,wnt,"The Wnt-signaling pathway has been shown important in GSC, and CUSP9 significantly reduces Wnt-activity.",91
616,vascularendothelialgrowthfactor,Glioblastomas use pro-angiogenic factors such as vascular endothelial growth factor (VEGF) for new blood vessel formation.,49
616,vegf,Glioblastomas use pro-angiogenic factors such as vascular endothelial growth factor (VEGF) for new blood vessel formation.,85
616,anti-vegf,"Yet, anti-VEGF therapy does not prolong overall survival so that alternative angiogenic pathways may need to be explored as drug targets.",5
616,tgf-beta,Both glioma cells and glioma-associated endothelial cells produce TGF-beta superfamily ligands which bind TGF-beta receptors (TGF-beta R).,66
616,tgf-betareceptors,Both glioma cells and glioma-associated endothelial cells produce TGF-beta superfamily ligands which bind TGF-beta receptors (TGF-beta R).,106
616,tgf-betar,Both glioma cells and glioma-associated endothelial cells produce TGF-beta superfamily ligands which bind TGF-beta receptors (TGF-beta R).,126
616,tgf-betar,"The TGF-beta R type III endoglin (CD105), is a marker of proliferating endothelium that has already been studied as a potential therapeutic target.",4
616,typeiiiendoglin,"The TGF-beta R type III endoglin (CD105), is a marker of proliferating endothelium that has already been studied as a potential therapeutic target.",15
616,cd105,"The TGF-beta R type III endoglin (CD105), is a marker of proliferating endothelium that has already been studied as a potential therapeutic target.",34
616,endoglin,We studied endoglin expression in glioblastoma tissue and in glioma-associated endothelial cells in a cohort of 52 newly diagnosed and 10 recurrent glioblastoma patients by immunohistochemistry and by ex vivo single-cell gene expression profiling of 6 tumors.,11
616,endoglin,Endoglin protein levels were similar in tumor stroma and endothelium and correlated within tumors.,0
616,endoglin,"Similarly, endoglin mRNA determined by ex vivo single-cell gene expression profiling was expressed in both compartments.",11
616,endoglin,There was positive correlation between endoglin and proteins of TGF-beta superfamily signaling.,39
616,endoglin,No prognostic role of endoglin expression in either compartment was identified.,22
616,endoglin,"Endoglin gene silencing in T98G glioma cells and in human cerebral microvascular endothelial cells (hCMEC) did not affect constitutive or exogenous TGF-beta superfamily ligand-dependent signaling, except for a minor facilitation of pSmad1/5 signaling in hCMEC.",0
616,tgf-betad1,"Endoglin gene silencing in T98G glioma cells and in human cerebral microvascular endothelial cells (hCMEC) did not affect constitutive or exogenous TGF-beta superfamily ligand-dependent signaling, except for a minor facilitation of pSmad1/5 signaling in hCMEC.",148
616,endoglin,These observations challenge the notion that endoglin might become a promising therapeutic target in glioblastoma.,45
637,receptortyrosinekinase,Receptor tyrosine kinase (RTK)-targeted therapy has been the focus of attention in novel treatment options for these patients.,0
637,rtk,Receptor tyrosine kinase (RTK)-targeted therapy has been the focus of attention in novel treatment options for these patients.,26
637,kit,"The amplified status of KIT, PDGFRA, and VEGFR2 genes was assessed by quantitative polymerase chain reaction.",24
637,pdgfra,"The amplified status of KIT, PDGFRA, and VEGFR2 genes was assessed by quantitative polymerase chain reaction.",29
637,vegfr2,"The amplified status of KIT, PDGFRA, and VEGFR2 genes was assessed by quantitative polymerase chain reaction.",41
637,mitogen-activatedproteinkinase,"Cediranib efficacy was shown to associate with higher cytostatic and unique cytotoxic effects in vitro and both antitumoral and antiangiogenic activity in vivo, which could associate with its great capacity to inhibit mitogen-activated protein kinase (MAPK) and AKT pathways.",218
637,mapk,"Cediranib efficacy was shown to associate with higher cytostatic and unique cytotoxic effects in vitro and both antitumoral and antiangiogenic activity in vivo, which could associate with its great capacity to inhibit mitogen-activated protein kinase (MAPK) and AKT pathways.",252
637,akt,"Cediranib efficacy was shown to associate with higher cytostatic and unique cytotoxic effects in vitro and both antitumoral and antiangiogenic activity in vivo, which could associate with its great capacity to inhibit mitogen-activated protein kinase (MAPK) and AKT pathways.",262
637,kit,"The molecular status of KIT, PDGFRA, and VEGFR2 did not predict glioblastoma cell responsiveness to any of the RTK inhibitors.",24
637,pdgfra,"The molecular status of KIT, PDGFRA, and VEGFR2 did not predict glioblastoma cell responsiveness to any of the RTK inhibitors.",29
637,vegfr2,"The molecular status of KIT, PDGFRA, and VEGFR2 did not predict glioblastoma cell responsiveness to any of the RTK inhibitors.",41
727,cytosinedeaminase,"Tumor-selective propagation of this RRV enables highly efficient transduction of glionna cells with cytosine deaminase (CD), which serves as a prodrug activator for conversion of the anti-fungal prodrug 5-FC to the anti-cancer drug 5-fluorouracil (5-FU) directly within the infected cells.",100
727,cd,"Tumor-selective propagation of this RRV enables highly efficient transduction of glionna cells with cytosine deaminase (CD), which serves as a prodrug activator for conversion of the anti-fungal prodrug 5-FC to the anti-cancer drug 5-fluorouracil (5-FU) directly within the infected cells.",120
727,rrv,"Efficient transduction by RRV and expression of CD were confirmed in the highly aggressive, radioresistant human glioblastoma cell line U87EGFRvIII and its parental cell line U87MG (U87).",26
727,cd,"Efficient transduction by RRV and expression of CD were confirmed in the highly aggressive, radioresistant human glioblastoma cell line U87EGFRvIII and its parental cell line U87MG (U87).",48
727,rrv,RRV-transduced cells showed significant radiosensitization even after transient exposure to 5-FC.,0
751,epidermalgrowthfactorreceptor,Amplification and mutation of the epidermal growth factor receptor (EGFR) gene represent signature genetic abnormalities encountered in GBM.,34
751,egfr,Amplification and mutation of the epidermal growth factor receptor (EGFR) gene represent signature genetic abnormalities encountered in GBM.,68
751,egfr,"A range of potential therapies that target EGFR or its mutant constitutively active form, Delta EGFR, including tyrosine kinase inhibitors (TKIs), monoclonal antibodies, vaccines, and RNA-based agents, are currently in development or in clinical trials for the treatment of GBM.",43
751,deltaegfr,"A range of potential therapies that target EGFR or its mutant constitutively active form, Delta EGFR, including tyrosine kinase inhibitors (TKIs), monoclonal antibodies, vaccines, and RNA-based agents, are currently in development or in clinical trials for the treatment of GBM.",90
751,egfr,This review discusses the current status of anti-EGFR agents and the recurrent problem of resistance to these agents that strongly indicates that a multiple target approach will provide a more favorable future for these types of targeted therapies in GBM.,49
902,tap63,"Here, we demonstrate that TMZ targets TAp63, a p53 family member, inducing its expression to suppress the progression of human GBM.",38
902,p53,"Here, we demonstrate that TMZ targets TAp63, a p53 family member, inducing its expression to suppress the progression of human GBM.",47
902,tap63,High levels of TAp63 expression in GBM tissues after TMZ treatment was an indicator of favourable prognosis.,15
902,tap63,"In human GBM cells, TMZ-induced TAp63 directly repressed MYC transcription.",32
902,myc,"In human GBM cells, TMZ-induced TAp63 directly repressed MYC transcription.",57
902,tap63,Activation of this TAp63-MYC pathway by TMZ inhibited human GBM progression both in vitro and in vivo.,19
902,myc,Activation of this TAp63-MYC pathway by TMZ inhibited human GBM progression both in vitro and in vivo.,25
902,myc,"Furthermore, downregulation of MYC mRNA levels in recurrent GBMs after TMZ treatment correlated with better patient survival.",31
902,tap63,"Therefore, our results suggest that the TAp63-mediated transcriptional repression of MYC is a novel pathway regulating TMZ efficacy in GBM.",40
902,myc,"Therefore, our results suggest that the TAp63-mediated transcriptional repression of MYC is a novel pathway regulating TMZ efficacy in GBM.",85
929,wnt,"While the combination of conventional therapies consisting of surgery, radiotherapy, and chemotherapy has improved survival for some types of brain tumors (e.g., WNT medulloblastoma), other types of brain tumors (e.g., glioblastoma and diffuse midline glioma) still have a poor prognosis.",162
963,mdrprotein1,"Following prolonged chemotherapy, MDR protein 1 (MDR1) and CD133 increase in recurrent glioblastomas.",34
963,mdr1,"Following prolonged chemotherapy, MDR protein 1 (MDR1) and CD133 increase in recurrent glioblastomas.",49
963,cd133,"Following prolonged chemotherapy, MDR protein 1 (MDR1) and CD133 increase in recurrent glioblastomas.",59
963,cd133,CD133 positive (CD133+) glioma cancer stem-like cells (GCSCs) markedly promote drug resistance and exhibit increased DNA damage repair capability; thus they have a key role in determining tumor chemosensitivity.,0
963,cd133,CD133 positive (CD133+) glioma cancer stem-like cells (GCSCs) markedly promote drug resistance and exhibit increased DNA damage repair capability; thus they have a key role in determining tumor chemosensitivity.,16
963,cd133,"Although CD133, DNA-dependent protein kinase (DNA-PK), and MDR1 are elevated in CD133+ GCSCs, the relationship among these molecules has not been elucidated.",9
963,mdr1,"Although CD133, DNA-dependent protein kinase (DNA-PK), and MDR1 are elevated in CD133+ GCSCs, the relationship among these molecules has not been elucidated.",59
963,cd133,"Although CD133, DNA-dependent protein kinase (DNA-PK), and MDR1 are elevated in CD133+ GCSCs, the relationship among these molecules has not been elucidated.",80
963,cd133,"CD133, DNA-PK and MDR1 were markedly elevated in these cells.",0
963,mdr1,"CD133, DNA-PK and MDR1 were markedly elevated in these cells.",18
963,cd133,CD133 and DNA-PK may increase MDR1 via the phosphatidylinositol-3-kinase (PI3K)-Akt signal pathway.,0
963,mdr1,CD133 and DNA-PK may increase MDR1 via the phosphatidylinositol-3-kinase (PI3K)-Akt signal pathway.,30
963,phosphatidylinositol-3-kinase,CD133 and DNA-PK may increase MDR1 via the phosphatidylinositol-3-kinase (PI3K)-Akt signal pathway.,43
963,pi3k,CD133 and DNA-PK may increase MDR1 via the phosphatidylinositol-3-kinase (PI3K)-Akt signal pathway.,74
963,akt,CD133 and DNA-PK may increase MDR1 via the phosphatidylinositol-3-kinase (PI3K)-Akt signal pathway.,80
963,pi3k,"PI3K downstream targets Akt and nuclear factor (NF)-kappa B, which interacts with the MDR1 promoter, were also elevated in these cells.",0
963,akt,"PI3K downstream targets Akt and nuclear factor (NF)-kappa B, which interacts with the MDR1 promoter, were also elevated in these cells.",24
963,nuclearfactor(nf)-kappab,"PI3K downstream targets Akt and nuclear factor (NF)-kappa B, which interacts with the MDR1 promoter, were also elevated in these cells.",32
963,mdr1promoter,"PI3K downstream targets Akt and nuclear factor (NF)-kappa B, which interacts with the MDR1 promoter, were also elevated in these cells.",86
963,cd133,"Downregulation of CD133 and DNA-PK by small interfering RNA, or inhibition of PI3K or Akt, decreased Akt, NF-kappa B and MDR1 expression.",18
963,pi3k,"Downregulation of CD133 and DNA-PK by small interfering RNA, or inhibition of PI3K or Akt, decreased Akt, NF-kappa B and MDR1 expression.",78
963,akt,"Downregulation of CD133 and DNA-PK by small interfering RNA, or inhibition of PI3K or Akt, decreased Akt, NF-kappa B and MDR1 expression.",86
963,akt,"Downregulation of CD133 and DNA-PK by small interfering RNA, or inhibition of PI3K or Akt, decreased Akt, NF-kappa B and MDR1 expression.",101
963,nf-kappab,"Downregulation of CD133 and DNA-PK by small interfering RNA, or inhibition of PI3K or Akt, decreased Akt, NF-kappa B and MDR1 expression.",106
963,mdr1,"Downregulation of CD133 and DNA-PK by small interfering RNA, or inhibition of PI3K or Akt, decreased Akt, NF-kappa B and MDR1 expression.",121
963,cd133,The results indicate that CD133 and DNA-PK regulate MDR1 through the PI3K- or Akt-NF-kappa B signal pathway.,26
963,mdr1,The results indicate that CD133 and DNA-PK regulate MDR1 through the PI3K- or Akt-NF-kappa B signal pathway.,52
963,pi3k,The results indicate that CD133 and DNA-PK regulate MDR1 through the PI3K- or Akt-NF-kappa B signal pathway.,69
963,akt,The results indicate that CD133 and DNA-PK regulate MDR1 through the PI3K- or Akt-NF-kappa B signal pathway.,78
963,cd133,"Consequently, a novel chemotherapeutic regimen targeting CD133 and DNA-PK in combination with traditional protocols may increase chemotherapeutic efficacy and improve prognosis for individuals who present with glioblastoma.",57
999,vascularendothelialgrowthfactor,Several antiangiogenic drugs targeting vascular endothelial growth factor (VEGF) or its receptors are currently in clinical trials as therapy for high-grade glioma and bevacizumab was recently approved by the FDA for treatment of recurrent glioblastoma.,39
999,vegf,Several antiangiogenic drugs targeting vascular endothelial growth factor (VEGF) or its receptors are currently in clinical trials as therapy for high-grade glioma and bevacizumab was recently approved by the FDA for treatment of recurrent glioblastoma.,75
999,anti-vegf,"However, the modest efficacy of these drugs and emerging problems with anti-VEGF treatment resistance welcome the development of alternative antiangiogenic therapies.",71
999,histidine-richglycoprotein,"One potential candidate is histidine-rich glycoprotein (HRG), a plasma protein with antiangiogenic properties that can inhibit endothelial cell adhesion and migration.",27
999,hrg,"One potential candidate is histidine-rich glycoprotein (HRG), a plasma protein with antiangiogenic properties that can inhibit endothelial cell adhesion and migration.",56
999,platelet-derivedgrowthfactor-b,"Tumors were induced with platelet-derived growth factor-B (PDGF-B), in the presence or absence of HRG.",25
999,pdgf-b,"Tumors were induced with platelet-derived growth factor-B (PDGF-B), in the presence or absence of HRG.",59
1029,histone,"Panobinostat, a histone deacetylase inhibitor, is a targeted agent that has recently shown pre-clinical efficacy and entered a phase I clinical trial for the treatment of children with recurrent or progressive DIPG.sA collaborative pre-clinical study was conducted using both a genetic BSG mouse model driven by PDGF-B signaling, p53 loss, and ectopic H3.3-K27M or H3.3-WT expression and an H3.3-K27M orthotopic DIPG xenograft model to confirm and extend previously published findings regarding the efficacy of panobinostat in vitro and in vivo.",16
1029,pdgf-b,"Panobinostat, a histone deacetylase inhibitor, is a targeted agent that has recently shown pre-clinical efficacy and entered a phase I clinical trial for the treatment of children with recurrent or progressive DIPG.sA collaborative pre-clinical study was conducted using both a genetic BSG mouse model driven by PDGF-B signaling, p53 loss, and ectopic H3.3-K27M or H3.3-WT expression and an H3.3-K27M orthotopic DIPG xenograft model to confirm and extend previously published findings regarding the efficacy of panobinostat in vitro and in vivo.",312
1029,p53,"Panobinostat, a histone deacetylase inhibitor, is a targeted agent that has recently shown pre-clinical efficacy and entered a phase I clinical trial for the treatment of children with recurrent or progressive DIPG.sA collaborative pre-clinical study was conducted using both a genetic BSG mouse model driven by PDGF-B signaling, p53 loss, and ectopic H3.3-K27M or H3.3-WT expression and an H3.3-K27M orthotopic DIPG xenograft model to confirm and extend previously published findings regarding the efficacy of panobinostat in vitro and in vivo.",330
1029,h3.3,"Panobinostat, a histone deacetylase inhibitor, is a targeted agent that has recently shown pre-clinical efficacy and entered a phase I clinical trial for the treatment of children with recurrent or progressive DIPG.sA collaborative pre-clinical study was conducted using both a genetic BSG mouse model driven by PDGF-B signaling, p53 loss, and ectopic H3.3-K27M or H3.3-WT expression and an H3.3-K27M orthotopic DIPG xenograft model to confirm and extend previously published findings regarding the efficacy of panobinostat in vitro and in vivo.",352
1029,h3.3,"Panobinostat, a histone deacetylase inhibitor, is a targeted agent that has recently shown pre-clinical efficacy and entered a phase I clinical trial for the treatment of children with recurrent or progressive DIPG.sA collaborative pre-clinical study was conducted using both a genetic BSG mouse model driven by PDGF-B signaling, p53 loss, and ectopic H3.3-K27M or H3.3-WT expression and an H3.3-K27M orthotopic DIPG xenograft model to confirm and extend previously published findings regarding the efficacy of panobinostat in vitro and in vivo.",365
1029,h3,"Panobinostat, a histone deacetylase inhibitor, is a targeted agent that has recently shown pre-clinical efficacy and entered a phase I clinical trial for the treatment of children with recurrent or progressive DIPG.sA collaborative pre-clinical study was conducted using both a genetic BSG mouse model driven by PDGF-B signaling, p53 loss, and ectopic H3.3-K27M or H3.3-WT expression and an H3.3-K27M orthotopic DIPG xenograft model to confirm and extend previously published findings regarding the efficacy of panobinostat in vitro and in vivo.",391
1029,h3,"In vivo analyses of tissue after short-term systemic administration of panobinostat to genetically engineered tumor-bearing mice indicated that the drug reached brainstem tumor tissue to a greater extent than normal brain tissue, reduced proliferation of tumor cells and increased levels of H3 acetylation, demonstrating target inhibition.",291
1029,h33,Our collaborative pre-clinical study confirms that panobinostat is an effective targeted agent against DIPG human and murine tumor cells in vitro and in short-term in vivo efficacy studies in mice but does not significantly impact survival of mice bearing H3.3-K27M-mutant tumors.,256
1029,k2m,Our collaborative pre-clinical study confirms that panobinostat is an effective targeted agent against DIPG human and murine tumor cells in vitro and in short-term in vivo efficacy studies in mice but does not significantly impact survival of mice bearing H3.3-K27M-mutant tumors.,261
1077,idh1,"The meeting consisted of 3 scientific sessions ranging from neuropathology of IDH1 mutations; CIC, ATRX, and FUBP1 mutations in oligodendrogliomas and astrocytomas; and IDH1 mutations as therapeutic targets.",78
1077,atrx,"The meeting consisted of 3 scientific sessions ranging from neuropathology of IDH1 mutations; CIC, ATRX, and FUBP1 mutations in oligodendrogliomas and astrocytomas; and IDH1 mutations as therapeutic targets.",99
1077,fubp1,"The meeting consisted of 3 scientific sessions ranging from neuropathology of IDH1 mutations; CIC, ATRX, and FUBP1 mutations in oligodendrogliomas and astrocytomas; and IDH1 mutations as therapeutic targets.",109
