index,word,block,pos
15,cediranib,"This study will compare the use of lomustine with cediranib, cediranib alone or lomustine with placebo (""inactive substance"") to see whether the combination or cediranib alone will be more effective than the chemotherapy alone (lomustine) in preventing the growth of cancer cells.",61
15,lomustine,"This study will compare the use of lomustine with cediranib, cediranib alone or lomustine with placebo (""inactive substance"") to see whether the combination or cediranib alone will be more effective than the chemotherapy alone (lomustine) in preventing the growth of cancer cells.",80
15,cediranib,"This study will compare the use of lomustine with cediranib, cediranib alone or lomustine with placebo (""inactive substance"") to see whether the combination or cediranib alone will be more effective than the chemotherapy alone (lomustine) in preventing the growth of cancer cells.",160
15,lomustine,"This study will compare the use of lomustine with cediranib, cediranib alone or lomustine with placebo (""inactive substance"") to see whether the combination or cediranib alone will be more effective than the chemotherapy alone (lomustine) in preventing the growth of cancer cells.",228
16,panm,The purpose of this study is to evaluate the anti-tumor activity and safety of Panzem NCD given in combination with daily oral fixed-dose temozolomide in patients with recurrent glioblastoma multiforme.,79
16,temozolomide,The purpose of this study is to evaluate the anti-tumor activity and safety of Panzem NCD given in combination with daily oral fixed-dose temozolomide in patients with recurrent glioblastoma multiforme.,138
17,glucose,Increased glucose metabolism is characteristic for solid tumors.,10
17,glucose,"Thereby, glucose is important for the generation of ATP, supply of anabolic substrates and defense against reactive oxygen species in tumor cells.",9
17,atp,"Thereby, glucose is important for the generation of ATP, supply of anabolic substrates and defense against reactive oxygen species in tumor cells.",52
17,oxygen,"Thereby, glucose is important for the generation of ATP, supply of anabolic substrates and defense against reactive oxygen species in tumor cells.",116
17,glucose,"In preclinical models, restricting glucose availability using a ketogenic diet, calorie-restriction or transient fasting inhibits tumor growth.  ",35
18,cot,All patients will receive 3 mCi of Cotara® for biodistribution and radiation dosimetry purposes.,35
19,temozolomide,"In patient diagnosed with recurrence/progression glioblastoma (recGB) following prior therapy with surgery, radiation therapy and temozolomide, cytotoxic salvage therapies resulted in a best overall response rate of 5 to 10%, 6-month PFS rates of 9% to 21%, and a median OS of 25 to 30 weeks.",130
19,bevacizumab,Bevacizumab treatment has been registered by FDA based on objective tumor response rates and PFS results obtained in uncontrolled phase II trials.,0
19,axitinib,"Axitinib, a VEGFR-specific small molecule tyrosine kinase inhibitor (Tki) has demonstrated anti-tumor activity when evaluated as a mono-therapy and in combination with lomustine for the treatment of patients with recGB (EudraCT 2011-000900-16).",0
19,tyrosine,"Axitinib, a VEGFR-specific small molecule tyrosine kinase inhibitor (Tki) has demonstrated anti-tumor activity when evaluated as a mono-therapy and in combination with lomustine for the treatment of patients with recGB (EudraCT 2011-000900-16).",42
19,lomustine,"Axitinib, a VEGFR-specific small molecule tyrosine kinase inhibitor (Tki) has demonstrated anti-tumor activity when evaluated as a mono-therapy and in combination with lomustine for the treatment of patients with recGB (EudraCT 2011-000900-16).",168
19,axitinib,Immunocytochemical profiling of the peripheral blood of recurrent GBM patients treated with axitinib or axitinib plus lomustine showed that axitinib treatment increases the number of naive CD8+ T cells and central memory CD4+ and CD8+ T cells.,92
19,axitinib,Immunocytochemical profiling of the peripheral blood of recurrent GBM patients treated with axitinib or axitinib plus lomustine showed that axitinib treatment increases the number of naive CD8+ T cells and central memory CD4+ and CD8+ T cells.,104
19,lomustine,Immunocytochemical profiling of the peripheral blood of recurrent GBM patients treated with axitinib or axitinib plus lomustine showed that axitinib treatment increases the number of naive CD8+ T cells and central memory CD4+ and CD8+ T cells.,118
19,axitinib,Immunocytochemical profiling of the peripheral blood of recurrent GBM patients treated with axitinib or axitinib plus lomustine showed that axitinib treatment increases the number of naive CD8+ T cells and central memory CD4+ and CD8+ T cells.,140
19,axitinib,There was also a reduction of TIM3 expression and an increased cytokine production in the patients treated with axitinib.,112
19,axitinib,"Upon progression during axitinib treatment patients displayed an increased immune suppression with an increased number of Treg, an increased PD-1 expression on CD4+ and CD8+ T cells, and a reduced T cell functionality.  ",24
19,axitinib,In preclinical mouse models we demonstrated that axitinib reduces the immune suppressive microenvironment through reduction of the suppressive capacity of monocytic MDSCs (both in intra-cranial as well as subcutaneous tumors).,49
19,axitinib,"When we combined axitinib with active immunotherapy in the form of CTLA4 blockade not only a supplementary reduction of the suppressive capacity of these monocytic MDSCs was found, but also a reduction of the intratumoral granulocytic MDSCs and an increased antigen-presenting function of intratumoral DCs (manuscript accepted for publication in High-grade gliomas of the central nervous system (CNS) are characterized by profound tumor related neo-angiogenesis, and intracranial perilesional edema.",17
19,temozolomide,"In patient diagnosed with recurrence/progression glioblastoma (recGB) following prior therapy with surgery, radiation therapy and temozolomide, cytotoxic salvage therapies resulted in a best overall response rate of 5 to 10%, 6-month PFS rates of 9% to 21%, and a median OS of 25 to 30 weeks.",130
19,bevacizumab,Bevacizumab treatment has been registered by FDA based on objective tumor response rates and PFS results obtained in uncontrolled phase II trials.,0
19,axitinib,"Axitinib, a VEGFR-specific small molecule tyrosine kinase inhibitor (Tki) has demonstrated anti-tumor activity when evaluated as a mono-therapy and in combination with lomustine for the treatment of patients with recGB (EudraCT 2011-000900-16).",0
19,tyrosine,"Axitinib, a VEGFR-specific small molecule tyrosine kinase inhibitor (Tki) has demonstrated anti-tumor activity when evaluated as a mono-therapy and in combination with lomustine for the treatment of patients with recGB (EudraCT 2011-000900-16).",42
19,lomustine,"Axitinib, a VEGFR-specific small molecule tyrosine kinase inhibitor (Tki) has demonstrated anti-tumor activity when evaluated as a mono-therapy and in combination with lomustine for the treatment of patients with recGB (EudraCT 2011-000900-16).",168
19,axitinib,Immunocytochemical profiling of the peripheral blood of recurrent GBM patients treated with axitinib or axitinib plus lomustine showed that axitinib treatment increases the number of naive CD8+ T cells and central memory CD4+ and CD8+ T cells.,92
19,axitinib,Immunocytochemical profiling of the peripheral blood of recurrent GBM patients treated with axitinib or axitinib plus lomustine showed that axitinib treatment increases the number of naive CD8+ T cells and central memory CD4+ and CD8+ T cells.,104
19,lomustine,Immunocytochemical profiling of the peripheral blood of recurrent GBM patients treated with axitinib or axitinib plus lomustine showed that axitinib treatment increases the number of naive CD8+ T cells and central memory CD4+ and CD8+ T cells.,118
19,axitinib,Immunocytochemical profiling of the peripheral blood of recurrent GBM patients treated with axitinib or axitinib plus lomustine showed that axitinib treatment increases the number of naive CD8+ T cells and central memory CD4+ and CD8+ T cells.,140
19,axitinib,There was also a reduction of TIM3 expression and an increased cytokine production in the patients treated with axitinib.,112
19,axitinib,"Upon progression during axitinib treatment patients displayed an increased immune suppression with an increased number of Treg, an increased PD-1 expression on CD4+ and CD8+ T cells, and a reduced T cell functionality.  ",24
19,axitinib,In preclinical mouse models we demonstrated that axitinib reduces the immune suppressive microenvironment through reduction of the suppressive capacity of monocytic MDSCs (both in intra-cranial as well as subcutaneous tumors).,49
19,axitinib,"When we combined axitinib with active immunotherapy in the form of CTLA4 blockade not only a supplementary reduction of the suppressive capacity of these monocytic MDSCs was found, but also a reduction of the intratumoral granulocytic MDSCs and an increased antigen-presenting function of intratumoral DCs (manuscript accepted for publication in American Journal of Cancer Research).",17
19,axitinib,"The rational for combining avelumab with for the treatment of recGB is based on the potential of axitinib to normalize the glioblastoma associated neo-vasculature, counteracting the immunosuppressive role of VEGF in the tumor microenvironment and controlling intracranial edema.",97
19,axitinib,"In addition, axitinib may reduce the inflammatory edema related to the anti-tumor effect mediated by PD-L1 inhibition with avelumab.  ",13
19,corticosteroids,High dose corticosteroids however are known to be immunosuppressive and are likely to counteract the therapeutic effect of anti-PD-L1 antibody therapy.,10
19,axitinib,Axitinib has the capacity to control recGBM associated edema of the brain.,0
19,axitinib,Out of the 32 patients who were treated with corticosteroids at baseline in the AxiG trial (EudraCT 2011-000900-16) 17 could lower and 5 could stop their steroids during treatment with axitinib.,185
19,steroids,PFS was identical for patient with or without need for steroids at baseline in the AxiG trial but OS was numerically superior for patients not in need for steroids at baseline.,55
19,steroids,PFS was identical for patient with or without need for steroids at baseline in the AxiG trial but OS was numerically superior for patients not in need for steroids at baseline.,155
20,bevacizumab,This study does not add any additional treatment to patients with malignant glioma who are already scheduled to receive bevacizumab monotherapy.,120
20,bevacizumab, Day 1-The participant will have the following procedures done before they can receive bevacizumab:  ,87
20,bevacizumab,:The participant will have the following procedures done after they receive bevacizumab:  ,76
20,bevacizumab,An assessment of the participant's tumor by Vascular MRI (Magnetic Resonance Imaging) and FMISO-PET scans before the participant have received bevacizumab Blood pregnancy test for women of childbearing potential.,143
20,bevacizumab,: The participant will have the following procedures done after they receive bevacizumab:  ,77
20,bevacizumab,An assessment of the participant's tumor by Vascular MRI (Magnetic Resonance Imaging) and FMISO-PET scans after the participant has received bevacizumab Blood pregnancy test for women of childbearing potential.,141
20,fmiso, FMISO-PET Scans:  ,1
20,fmiso, FMISO for PET scan and a contrast dye for the MRI scan Drawing blood to assess the radioactivity of FMISO The PET scan will take approximately 60-75 minutes.,1
20,fmiso, FMISO for PET scan and a contrast dye for the MRI scan Drawing blood to assess the radioactivity of FMISO The PET scan will take approximately 60-75 minutes.,101
20,fmiso,The participant will receive one injection of FMISO.,46
21,tr,"TRC105 binding to CD105 leads to inhibition of EC proliferation, neovascularization, and induces cell death via apoptosis.",0
21,trc105,To obtain information regarding the safety of TRC105 in patients with recurrent GBM.,46
21,trc105,To evaluate the health-related quality of life (HRQL) in patients while on treatment with TRC105.,90
21,trc105,To examine the effect of TRC105 on vascular permeability as measured by percent change from baseline in the forward contrast transfer rate (Ktrans) of dynamic contrast-enhanced magnetic resonance imaging (DCE-MRI).,25
21,trc105,"To examine the effect of TRC105 on vascular perfusion as measured by percent change from baseline in cerebral blood volume (CBV), cerebral blood flow (CBF), and mean transit time (MTT) of dynamic susceptibility contrast magnetic resonance imaging (DSC-MRI).",25
21,trc105,To examine the effect of TRC105 on water diffusion as measured by percent change from baseline in apparent diffusion coefficient (ADC) and fractional anisotropy (FA) of diffusion magnetic resonance imaging (MRI).,25
21,trc105,To examine the effect of TRC105 on tumor metabolism as measured by percent change from baseline in fludeoxyglucose F18 injection (FDG) uptake of positron emission tomography (PET) scan.,25
21,fludeoxyglucosef1,To examine the effect of TRC105 on tumor metabolism as measured by percent change from baseline in fludeoxyglucose F18 injection (FDG) uptake of positron emission tomography (PET) scan.,99
21,fdg,To examine the effect of TRC105 on tumor metabolism as measured by percent change from baseline in fludeoxyglucose F18 injection (FDG) uptake of positron emission tomography (PET) scan.,130
21,trc105,Patients will then receive TRC105 as a single agent (weekly dose of 10 mg/kg IV).,27
21,trc105,"Patients who are clinically and neurologically stable, and who have radiographic stable or responding disease at the end of each cycle will continue treatment with TRC105.",164
22,mmf,The goal of the Phase 0 component is to determine if MMF achieves active concentrations in brain tumors.,53
22,mmf,Eight participants in Phase 0 will receive MMF for one week before undergoing an already planned biopsy or re-resection (surgical removal) of glioblastoma (GBM).,43
22,mmf,The goal of the Phase 1 component is to find the dose of MMF that works best without causing severe side effects (the maximum tolerated dose) when combined with radiation.,57
23,temozolomide,This is a phase II study of the combination of Avastin and temozolomide for patients with recurrent glioblastoma multiforme.,59
23,temozolomide,Avastin is administered intravenously at a dose of 10 mg/kg on days 1 and 15 every 28 days and temozolomide is administered at a dose of 100 mg/m2 on days 1-5 and 15-19 every 28 days (one cycle).,95
24,bevacizumab,"To date, no clinical data are available on the interaction of concomitant tumor treating fields with radiation therapy either with or without bevacizumab.",142
24,bevacizumab,The addition of bevacizumab to this regimen has both therapeutic and improved-toxicity implications.,16
26,temozolomide,"In addition to the investigative treatment, patients with newly diagnosed glioblastoma will receive standard temozolomide chemotherapy and radiation treatment, with the Induction phase beginning at the conclusion of radiation.",109
26,bevacizumab,"Patients with recurrent glioblastoma will not receive treatment other than the investigative treatment, unless they were previously treated with bevacizumab, in which case they will be allowed to continue receiving bevacizumab.",145
26,bevacizumab,"Patients with recurrent glioblastoma will not receive treatment other than the investigative treatment, unless they were previously treated with bevacizumab, in which case they will be allowed to continue receiving bevacizumab.",215
28,nu-0129,To assess the safety of intravenous NU-0129 in patients with recurrent glioblastoma multiforme (GBM) or gliosarcoma (GS).,36
28,nu-0129,To demonstrate intratumoral penetration of NU-0129.,43
28,nu-0129,To assess the feasibility of giving NU-0129 as a standard treatment for recurrent GBM or GS.  TERTIARY OBJECTIVES:,36
28,nu-0129,To analyze tumor tissue for Bcl2L12 expression levels after NU-0129 administration.,60
28,nu-0129,Patients receive NU-0129 intravenously (IV) over 20-50 minutes and undergo standard of care tumor resection within 8-48 hours.,17
29,bevacizumab,There will be no change in your treatment with bevacizumab and daily temozolomide based on the results of any procedures or tests carried out as a part of the study.,47
29,temozolomide,There will be no change in your treatment with bevacizumab and daily temozolomide based on the results of any procedures or tests carried out as a part of the study.,69
29,creatinine,Before each set of scans the participant will have the following tests and procedures:  Routine blood tests to check the participant's overall health Creatinine clearance blood test to check for proper kidney function Blood pregnancy test for women of childbearing potential  ,150
29,tmz,"After the participant have been taking oral TMZ for 7-13 days, the participant will have:  - An assessment of their tumor by DCE-MRI (Dynamic Contrast Enhanced-Magnetic Resonance Imaging) scans and PET (Positron Emission Tomography) scan  MRI-PET Scan Procedure:  ",44
29,[11c]temozolomide,[11C] temozolomide for PET scan and a contrast dye for the MRI scan Drawing blood to assess the radioactivity of [11C] temozolomide,0
29,[11c]temozolomide,[11C] temozolomide for PET scan and a contrast dye for the MRI scan Drawing blood to assess the radioactivity of [11C] temozolomide,113
29,[11c]temozolomide,[11C] temozolomide PET Scans (TMZ PET Scan): The PET scan will take approximately 90 minutes.,0
29,tmz,[11C] temozolomide PET Scans (TMZ PET Scan): The PET scan will take approximately 90 minutes.,30
29,[11c]temozolomide,The participant will receive one injection of [11C] temozolomide.,46
29,bevacizumab,The MR-PET scan(s) will be performed again on Day 1 after initiation of bevacizumab (or Day 15 after initiation of temozolomide) and Day 30 after initiation of bevacizumab (on Day 45 after initiation of temozolomide).,72
29,temozolomide,The MR-PET scan(s) will be performed again on Day 1 after initiation of bevacizumab (or Day 15 after initiation of temozolomide) and Day 30 after initiation of bevacizumab (on Day 45 after initiation of temozolomide).,115
29,bevacizumab,The MR-PET scan(s) will be performed again on Day 1 after initiation of bevacizumab (or Day 15 after initiation of temozolomide) and Day 30 after initiation of bevacizumab (on Day 45 after initiation of temozolomide).,160
29,temozolomide,The MR-PET scan(s) will be performed again on Day 1 after initiation of bevacizumab (or Day 15 after initiation of temozolomide) and Day 30 after initiation of bevacizumab (on Day 45 after initiation of temozolomide).,203
29,[11c]temozolomide,[11C] temozolomide,0
29,[11c]temozolomide,"Blood samples will be drawn 2.5, 5, 10, 20, 40, 60, 75, and 90 minutes after the [11C] temozolomide injection.",81
30,ipilimumab,To determine whether the combination of ipilimumab and nivolumab increases the tumor response rate assessed by modified Response Assessment in Neuro-Oncology (RANO),40
30,nivolumab,To determine whether the combination of ipilimumab and nivolumab increases the tumor response rate assessed by modified Response Assessment in Neuro-Oncology (RANO),55
30,nivolumab," SECONDARY OBJECTIVES:  I. Estimate the overall survival distribution, median survival, and one-year survival rate of patients with hypermutated, recurrent glioblastoma who are treated with ipilimumab and nivolumab.",205
30,ipilimumab,"Estimate the progression-free survival distribution and median progression-free survival of patients with hypermutated, recurrent glioblastoma who are treated with ipilimumab and nivolumab.",164
30,nivolumab,"Estimate the progression-free survival distribution and median progression-free survival of patients with hypermutated, recurrent glioblastoma who are treated with ipilimumab and nivolumab.",179
30,nivolumab,"Determine the adverse event profile of patients with hypermutated, recurrent glioblastoma who are treated with ipilimumab and nivolumab.",126
30,nivolumab,Patients receive nivolumab intravenously (IV) over 30 minutes and ipilimumab IV over 30 minutes on day 1.,17
30,ipilimumab,Patients receive nivolumab intravenously (IV) over 30 minutes and ipilimumab IV over 30 minutes on day 1.,66
30,nivolumab,Patients then receive nivolumab IV over 30 minutes on day 1.,22
31,regorafenib,The purpose of this study is to determine the safety and tolerability of Regorafenib in patients with recurrent or progressive glioblastoma (GBM) who have progressed on bevacizumab.,73
