index,word,block,pos
172,rapamycin,"The mammalian target of rapamycin (mTOR) plays a central role in regulating the proliferation of cancer cells, and mTOR-specific inhibitors such as rapamycin analogs are considered as a promising therapy for malignant glioma.",148
172,rapamycin,"Phosphorylation was decreased more in U87MG glioma after treatment with high doses of rapamycin or its analog, torisel (10 mg/kg or 25 mg/kg), but only slightly after a low dose of rapamycin (3 mg/kg).",86
172,torisel,"Phosphorylation was decreased more in U87MG glioma after treatment with high doses of rapamycin or its analog, torisel (10 mg/kg or 25 mg/kg), but only slightly after a low dose of rapamycin (3 mg/kg).",111
172,rapamycin,"Phosphorylation was decreased more in U87MG glioma after treatment with high doses of rapamycin or its analog, torisel (10 mg/kg or 25 mg/kg), but only slightly after a low dose of rapamycin (3 mg/kg).",181
172,torisel,Clinical trial data indicates that low doses of Torisel (< 3 mg/kg) were not efficacious in recurrent GBM.,48
172,rapamycin,It is concluded that systemic administration of rapamycin analogues may not be a treatment option for patients with malignant glioma due to the intolerability of high doses that might otherwise be effective.,48
372,xl-184,"XL-184 (BMS-907351), under development by Exelixis Inc and Bristol-Myers Squibb Co, is a pan-tyrosine kinase inhibitor for the potential oral treatment of medullary thyroid cancer, glioblastoma multiforme and NSCLC.",0
372,bms-907351,"XL-184 (BMS-907351), under development by Exelixis Inc and Bristol-Myers Squibb Co, is a pan-tyrosine kinase inhibitor for the potential oral treatment of medullary thyroid cancer, glioblastoma multiforme and NSCLC.",8
372,tyrosine,"XL-184 (BMS-907351), under development by Exelixis Inc and Bristol-Myers Squibb Co, is a pan-tyrosine kinase inhibitor for the potential oral treatment of medullary thyroid cancer, glioblastoma multiforme and NSCLC.",93
372,xl-184,"The prinicipal targets of XL-184 are MET, VEGFR-2 and RET, but the drug is also reported to display inhibitory activity against KIT, FLT3 and TEK.",26
372,xl-184,"Preclinical studies demonstrated that XL-184 potently inhibited multiple receptor tyrosine kinases in various cancer cell lines and animal xenograft models, and that the drug exhibited significant oral bioavailability and blood-brain barrier penetration.",38
372,tyrosine,"Preclinical studies demonstrated that XL-184 potently inhibited multiple receptor tyrosine kinases in various cancer cell lines and animal xenograft models, and that the drug exhibited significant oral bioavailability and blood-brain barrier penetration.",82
372,xl-184,A phase I clinical trial in patients with advanced solid malignancies indicated that XL-184 accumulated dose-dependently in the plasma and had a long terminal half-life.,85
372,xl-184,"At the time of publication, three additional trials of XL-184 were recruiting patients, including a phase I trial in combination with standard of care in patients with glioblastoma, a phase I/II trial in combination with erlotinib in patients with NSCLC, and a phase III trial in patients with medullary thyroid cancer.",55
372,erlotinib,"At the time of publication, three additional trials of XL-184 were recruiting patients, including a phase I trial in combination with standard of care in patients with glioblastoma, a phase I/II trial in combination with erlotinib in patients with NSCLC, and a phase III trial in patients with medullary thyroid cancer.",221
410,calcium,"In this study, we examined the function and regulation of calcium-activated potassium (K-Ca) channels in a rat metastatic brain tumor model.",58
410,potassium,"In this study, we examined the function and regulation of calcium-activated potassium (K-Ca) channels in a rat metastatic brain tumor model.",76
410,k,"In this study, we examined the function and regulation of calcium-activated potassium (K-Ca) channels in a rat metastatic brain tumor model.",87
410,ca,"In this study, we examined the function and regulation of calcium-activated potassium (K-Ca) channels in a rat metastatic brain tumor model.",89
410,ns1619,"We showed that intravenous infusion of NS1619, a K-Ca channel agonist, and bradykinin selectively enhanced BTB permeability in brain tumors, but not in normal brain.",39
410,k,"We showed that intravenous infusion of NS1619, a K-Ca channel agonist, and bradykinin selectively enhanced BTB permeability in brain tumors, but not in normal brain.",49
410,ca,"We showed that intravenous infusion of NS1619, a K-Ca channel agonist, and bradykinin selectively enhanced BTB permeability in brain tumors, but not in normal brain.",51
410,bradykinin,"We showed that intravenous infusion of NS1619, a K-Ca channel agonist, and bradykinin selectively enhanced BTB permeability in brain tumors, but not in normal brain.",75
410,ns1619,"Iberiotoxin, a KCa channel antagonist, significantly attenuated NS1619-induced BTB permeability increase.",64
410,kc,"We found KCa channels and bradykinin type 2 receptors (B2R) expressed in cultured human metastatic brain tumor cells (CRL-5904, non-small cell lung cancer, metastasized to brain), human brain microvessel endothelial cells (HBMEC) and human lung cancer brain metastasis tissues.",9
410,bradykinin,"We found KCa channels and bradykinin type 2 receptors (B2R) expressed in cultured human metastatic brain tumor cells (CRL-5904, non-small cell lung cancer, metastasized to brain), human brain microvessel endothelial cells (HBMEC) and human lung cancer brain metastasis tissues.",26
433,abt-414,"The purpose of this study was to determine the maximum tolerated dose (MTD), recommended phase II dose (RPTD), safety, and pharmacokinetics of ABT-414 plus radiation and temozolomide in newly diagnosed glioblastoma.",143
433,temozolomide,"The purpose of this study was to determine the maximum tolerated dose (MTD), recommended phase II dose (RPTD), safety, and pharmacokinetics of ABT-414 plus radiation and temozolomide in newly diagnosed glioblastoma.",170
433,abt-414,"ABT-414 is a first-in-class, tumor-specific antibody-drug conjugate that preferentially targets tumors expressing overactive epidermal growth factor receptor (EGFR).s.",0
433,abt-414,"In this multicenter phase I study, patients received 0.5-3.2 mg/kg ABT-414 every 2 weeks by intravenous infusion.",67
433,o-6-methylguanine,"EGFR alterations, O-6-methylguanine-DNA methyltransferase (MGMT) promoter hypermethylation, and isocitrate dehydrogenase (IDH1) gene mutations were assessed in patient tumors.",18
433,abt-414,"As of January 7, 2016, forty-five patients were enrolled to receive ABT-414 plus radiation and temozolomide.",68
433,temozolomide,"As of January 7, 2016, forty-five patients were enrolled to receive ABT-414 plus radiation and temozolomide.",95
433,rptd,"RPTD and MTD were set at 2 mg/kg and 2.4 mg/kg, respectively.",0
433,abt-414,ABT-414 demonstrated an approximately dose proportional pharmacokinetic profile.,0
433,abt-414,The median duration of progression-free survival was 6.1 months; median overall survival has not been reached.. ABT-414 plus chemoradiation demonstrated an acceptable safety and pharmacokinetic profile in newly diagnosed glioblastoma.,112
525,bevacizumab,"Bevacizumab was the first antiangiogenic therapy approved for use in cancer and received accelerated Food and Drug Administration approval for the treatment of recurrent GBM in 2009, the first new drug for this disease in over a decade.",0
525,bevacizumab,This review describes the rationale behind the treatment of GBM with bevacizumab.,69
525,bevacizumab,"The pharmacology, efficacy, safety and tolerability of bevacizumab will also be reviewed.",55
561,carboplatin,Context Inadequate penetration of the blood-brain barrier (BBB) by systemically administered chemotherapies including carboplatin is implicated in their failure to improve prognosis for patients with glioblastoma.,118
561,carboplatin,Convection-enhanced delivery (CED) of carboplatin has the potential to improve outcomes by facilitating bypass of the BBB.,38
561,carboplatin,We report the first use of an implantable CED system incorporating a novel transcutaneous bone-anchored port (TBAP) for intermittent CED of carboplatin in a patient with recurrent glioblastoma.,140
561,carboplatin,Intermittent infusions of carboplatin were performed on three consecutive days and repeated after one month without the need for further surgical intervention.,26
561,carboplatin,Reduction in the volume of tumor enhancement indicates that intermittent CED of carboplatin has the potential to improve outcomes in glioblastoma.,80
587,aprepitant,"Constructed from a theoretical framework, the coordinated undermining of survival paths in glioblastoma (GBM) is a combination of nine drugs approved for non-oncological indications (CUSP9; aprepitant, auranofin, captopril, celecoxib, disulfiram, itraconazole, minocycline, quetiapine, and sertraline) combined with temozolomide (TMZ).",190
587,auranofin,"Constructed from a theoretical framework, the coordinated undermining of survival paths in glioblastoma (GBM) is a combination of nine drugs approved for non-oncological indications (CUSP9; aprepitant, auranofin, captopril, celecoxib, disulfiram, itraconazole, minocycline, quetiapine, and sertraline) combined with temozolomide (TMZ).",202
587,captopril,"Constructed from a theoretical framework, the coordinated undermining of survival paths in glioblastoma (GBM) is a combination of nine drugs approved for non-oncological indications (CUSP9; aprepitant, auranofin, captopril, celecoxib, disulfiram, itraconazole, minocycline, quetiapine, and sertraline) combined with temozolomide (TMZ).",213
587,celecoxib,"Constructed from a theoretical framework, the coordinated undermining of survival paths in glioblastoma (GBM) is a combination of nine drugs approved for non-oncological indications (CUSP9; aprepitant, auranofin, captopril, celecoxib, disulfiram, itraconazole, minocycline, quetiapine, and sertraline) combined with temozolomide (TMZ).",224
587,disulfiram,"Constructed from a theoretical framework, the coordinated undermining of survival paths in glioblastoma (GBM) is a combination of nine drugs approved for non-oncological indications (CUSP9; aprepitant, auranofin, captopril, celecoxib, disulfiram, itraconazole, minocycline, quetiapine, and sertraline) combined with temozolomide (TMZ).",235
587,itraconazole,"Constructed from a theoretical framework, the coordinated undermining of survival paths in glioblastoma (GBM) is a combination of nine drugs approved for non-oncological indications (CUSP9; aprepitant, auranofin, captopril, celecoxib, disulfiram, itraconazole, minocycline, quetiapine, and sertraline) combined with temozolomide (TMZ).",247
587,minocycline,"Constructed from a theoretical framework, the coordinated undermining of survival paths in glioblastoma (GBM) is a combination of nine drugs approved for non-oncological indications (CUSP9; aprepitant, auranofin, captopril, celecoxib, disulfiram, itraconazole, minocycline, quetiapine, and sertraline) combined with temozolomide (TMZ).",261
587,quetiapine,"Constructed from a theoretical framework, the coordinated undermining of survival paths in glioblastoma (GBM) is a combination of nine drugs approved for non-oncological indications (CUSP9; aprepitant, auranofin, captopril, celecoxib, disulfiram, itraconazole, minocycline, quetiapine, and sertraline) combined with temozolomide (TMZ).",274
587,sertraline,"Constructed from a theoretical framework, the coordinated undermining of survival paths in glioblastoma (GBM) is a combination of nine drugs approved for non-oncological indications (CUSP9; aprepitant, auranofin, captopril, celecoxib, disulfiram, itraconazole, minocycline, quetiapine, and sertraline) combined with temozolomide (TMZ).",290
587,temozolomide,"Constructed from a theoretical framework, the coordinated undermining of survival paths in glioblastoma (GBM) is a combination of nine drugs approved for non-oncological indications (CUSP9; aprepitant, auranofin, captopril, celecoxib, disulfiram, itraconazole, minocycline, quetiapine, and sertraline) combined with temozolomide (TMZ).",316
587,tmz,"Constructed from a theoretical framework, the coordinated undermining of survival paths in glioblastoma (GBM) is a combination of nine drugs approved for non-oncological indications (CUSP9; aprepitant, auranofin, captopril, celecoxib, disulfiram, itraconazole, minocycline, quetiapine, and sertraline) combined with temozolomide (TMZ).",330
587,tmz,"However, no experimental data on efficacy using the CUSP9 strategy in GBM have been reported.sUsing patient-derived glioblastoma stem cell (GSC) cultures from 15 GBM patients, we described stem cell properties of individual cultures, determined the dose-response relationships of the drugs in the CUSP9, and assessed the efficacy the CUSP9 combination with TMZ in concentrations clinically achievable.",357
587,tmz,We found that CUSP9 with TMZ induced a combination effect compared to the drugs individually (p<0.0001).,25
587,tmz,"In clinical plasma concentrations, the effect of the CUSP9 with TMZ was superior to TMZ monotherapy (p<0.001).",64
587,tmz,"In clinical plasma concentrations, the effect of the CUSP9 with TMZ was superior to TMZ monotherapy (p<0.001).",84
637,temozolomide,Treatment for glioblastoma consists of radiotherapy and temozolomide-based chemotherapy.,56
637,tyrosine,Receptor tyrosine kinase (RTK)-targeted therapy has been the focus of attention in novel treatment options for these patients.,9
637,imatinib,"Here, we compared the efficacy of imatinib, sunitinib, and cediranib in glioblastoma models.",34
637,sunitinib,"Here, we compared the efficacy of imatinib, sunitinib, and cediranib in glioblastoma models.",44
637,cediranib,"Here, we compared the efficacy of imatinib, sunitinib, and cediranib in glioblastoma models.",59
637,cediranib,"In a panel of 10 glioblastoma cell lines, we showed that cediranib was the most potent.",57
637,cediranib,"In addition, cediranib and sunitinib synergistically sensitize the cells to temozolomide.",13
637,sunitinib,"In addition, cediranib and sunitinib synergistically sensitize the cells to temozolomide.",27
637,temozolomide,"In addition, cediranib and sunitinib synergistically sensitize the cells to temozolomide.",76
637,cediranib,"Cediranib efficacy was shown to associate with higher cytostatic and unique cytotoxic effects in vitro and both antitumoral and antiangiogenic activity in vivo, which could associate with its great capacity to inhibit mitogen-activated protein kinase (MAPK) and AKT pathways.",0
637,phospho,"Importantly, phospho-RTK arrays revealed novel targets for cediranib and sunitinib therapy.",13
637,cediranib,"Importantly, phospho-RTK arrays revealed novel targets for cediranib and sunitinib therapy.",59
637,sunitinib,"Importantly, phospho-RTK arrays revealed novel targets for cediranib and sunitinib therapy.",73
676,ssiaci, Trends in recent studies have embraced the use of SSIACI and less neurotoxic chemotherapies.,51
676,mannitol,The majority of trials continue to use mannitol as the preferred method of hyperosmolar BBB disruption.,39
676,bevacizumab,Recent preclinical and preliminary human investigations into the IA delivery of Bevacizumab have demonstrated its safety and efficacy as an anti-tumor agent both alone and in combination with chemotherapy.,80
727,toca511,"A tumor-selective non-lytic retroviral replicating vector (RRV), Toca 511, and an extended-release formulation of 5-fluorocytosine (5-FC), Toca FC, are currently being evaluated in clinical trials in patients with recurrent high-grade glioma (NCT01156584, NCT01470794 and NCT01985256).",65
727,5-fluorocytosine,"A tumor-selective non-lytic retroviral replicating vector (RRV), Toca 511, and an extended-release formulation of 5-fluorocytosine (5-FC), Toca FC, are currently being evaluated in clinical trials in patients with recurrent high-grade glioma (NCT01156584, NCT01470794 and NCT01985256).",114
727,5-fc,"A tumor-selective non-lytic retroviral replicating vector (RRV), Toca 511, and an extended-release formulation of 5-fluorocytosine (5-FC), Toca FC, are currently being evaluated in clinical trials in patients with recurrent high-grade glioma (NCT01156584, NCT01470794 and NCT01985256).",132
727,tocafc,"A tumor-selective non-lytic retroviral replicating vector (RRV), Toca 511, and an extended-release formulation of 5-fluorocytosine (5-FC), Toca FC, are currently being evaluated in clinical trials in patients with recurrent high-grade glioma (NCT01156584, NCT01470794 and NCT01985256).",139
727,cytosine,"Tumor-selective propagation of this RRV enables highly efficient transduction of glionna cells with cytosine deaminase (CD), which serves as a prodrug activator for conversion of the anti-fungal prodrug 5-FC to the anti-cancer drug 5-fluorouracil (5-FU) directly within the infected cells.",100
727,5-fc,"Tumor-selective propagation of this RRV enables highly efficient transduction of glionna cells with cytosine deaminase (CD), which serves as a prodrug activator for conversion of the anti-fungal prodrug 5-FC to the anti-cancer drug 5-fluorouracil (5-FU) directly within the infected cells.",203
727,5-fluorouracil,"Tumor-selective propagation of this RRV enables highly efficient transduction of glionna cells with cytosine deaminase (CD), which serves as a prodrug activator for conversion of the anti-fungal prodrug 5-FC to the anti-cancer drug 5-fluorouracil (5-FU) directly within the infected cells.",232
727,5-fu,"Tumor-selective propagation of this RRV enables highly efficient transduction of glionna cells with cytosine deaminase (CD), which serves as a prodrug activator for conversion of the anti-fungal prodrug 5-FC to the anti-cancer drug 5-fluorouracil (5-FU) directly within the infected cells.",248
727,5-fu,"We investigated whether, in addition to its direct cytotoxic effects, 5-FU generated intracellularly by RRV-mediated CD/5-FC prodrug activator gene therapy could also act as a radiosensitizing agent.",70
727,cd,"We investigated whether, in addition to its direct cytotoxic effects, 5-FU generated intracellularly by RRV-mediated CD/5-FC prodrug activator gene therapy could also act as a radiosensitizing agent.",117
727,5-fc,"We investigated whether, in addition to its direct cytotoxic effects, 5-FU generated intracellularly by RRV-mediated CD/5-FC prodrug activator gene therapy could also act as a radiosensitizing agent.",120
727,5-fc,RRV-transduced cells showed significant radiosensitization even after transient exposure to 5-FC.,92
727,toca511,"These results provide a convincing rationale for development of tumor-targeted radiosensitization strategies utilizing the tumor-selective replicative capability of RRV, and incorporation of radiation therapy into future clinical trials evaluating Toca 511 and Toca FC in brain tumor patients.",248
727,tocafc,"These results provide a convincing rationale for development of tumor-targeted radiosensitization strategies utilizing the tumor-selective replicative capability of RRV, and incorporation of radiation therapy into future clinical trials evaluating Toca 511 and Toca FC in brain tumor patients.",261
751,tyrosine,"A range of potential therapies that target EGFR or its mutant constitutively active form, Delta EGFR, including tyrosine kinase inhibitors (TKIs), monoclonal antibodies, vaccines, and RNA-based agents, are currently in development or in clinical trials for the treatment of GBM.",112
780,temozolomide,Our results provide a transcriptional rationale for the lack of significant therapeutic benefit from temozolomide in patients with recurrent glioblastoma.,101
902,temozolomide,"Temozolomide (TMZ), a DNA-alkylating agent, is effective against GBM and has become the standard first-line drug.",0
902,tmz,"Temozolomide (TMZ), a DNA-alkylating agent, is effective against GBM and has become the standard first-line drug.",14
902,tmz,"However, the mechanism by which TMZ regulates the progression of GBM remains elusive.",32
902,tmz,"Here, we demonstrate that TMZ targets TAp63, a p53 family member, inducing its expression to suppress the progression of human GBM.",26
902,tmz,High levels of TAp63 expression in GBM tissues after TMZ treatment was an indicator of favourable prognosis.,53
902,tmz,"In human GBM cells, TMZ-induced TAp63 directly repressed MYC transcription.",20
902,tmz,Activation of this TAp63-MYC pathway by TMZ inhibited human GBM progression both in vitro and in vivo.,40
902,tmz,"Furthermore, downregulation of MYC mRNA levels in recurrent GBMs after TMZ treatment correlated with better patient survival.",71
902,tmz,"Therefore, our results suggest that the TAp63-mediated transcriptional repression of MYC is a novel pathway regulating TMZ efficacy in GBM.",119
963,doxorubicin,"In this study, MDR glioblastoma cell lines were created in response to prolonged doxorubicin chemotherapy.",81
999,bevacizumab,Several antiangiogenic drugs targeting vascular endothelial growth factor (VEGF) or its receptors are currently in clinical trials as therapy for high-grade glioma and bevacizumab was recently approved by the FDA for treatment of recurrent glioblastoma.,168
999,histidine,"One potential candidate is histidine-rich glycoprotein (HRG), a plasma protein with antiangiogenic properties that can inhibit endothelial cell adhesion and migration.",27
999,hr,We have used the RCAS/TV-A mouse model for gliomas to investigate the effect of HRG on brain tumor development.,80
999,hrg,We found that HRG had little effect on tumor incidence but could significantly inhibit the development of malignant glioma and completely prevent the occurrence of grade IV tumors (glioblastoma).,14
1029,panobinostat,"Panobinostat, a histone deacetylase inhibitor, is a targeted agent that has recently shown pre-clinical efficacy and entered a phase I clinical trial for the treatment of children with recurrent or progressive DIPG.sA collaborative pre-clinical study was conducted using both a genetic BSG mouse model driven by PDGF-B signaling, p53 loss, and ectopic H3.3-K27M or H3.3-WT expression and an H3.3-K27M orthotopic DIPG xenograft model to confirm and extend previously published findings regarding the efficacy of panobinostat in vitro and in vivo.",0
1029,panobinostat,"Panobinostat, a histone deacetylase inhibitor, is a targeted agent that has recently shown pre-clinical efficacy and entered a phase I clinical trial for the treatment of children with recurrent or progressive DIPG.sA collaborative pre-clinical study was conducted using both a genetic BSG mouse model driven by PDGF-B signaling, p53 loss, and ectopic H3.3-K27M or H3.3-WT expression and an H3.3-K27M orthotopic DIPG xenograft model to confirm and extend previously published findings regarding the efficacy of panobinostat in vitro and in vivo.",511
1029,panobinostat,"In vitro, panobinostat potently inhibited cell proliferation, viability, and clonogenicity and induced apoptosis of human and murine DIPG cells.",10
1029,panobinostat,"In vivo analyses of tissue after short-term systemic administration of panobinostat to genetically engineered tumor-bearing mice indicated that the drug reached brainstem tumor tissue to a greater extent than normal brain tissue, reduced proliferation of tumor cells and increased levels of H3 acetylation, demonstrating target inhibition.",71
1029,panobinostat,Extended consecutive daily treatment of both genetic and orthotopic xenograft models with 10 or 20 mg/kg panobinostat consistently led to significant toxicity.,105
1029,panobinostat,"Reduced, well-tolerated doses of panobinostat, however, did not prolong overall survival compared to vehicle-treated mice.",33
1029,panobinostat,Our collaborative pre-clinical study confirms that panobinostat is an effective targeted agent against DIPG human and murine tumor cells in vitro and in short-term in vivo efficacy studies in mice but does not significantly impact survival of mice bearing H3.3-K27M-mutant tumors.,51
1029,panobinostat,We suggest this may be due to toxicity associated with systemic administration of panobinostat that necessitated dose de-escalation.,82
1095,cpg,"To this end, we developed chemo-immunotherapy delivery vehicles based on sHDL nanodiscs loaded with CpG, a Toll-like receptor 9 (TLR9) agonist, together with docetaxel (DTX), a chemotherapeutic agent, for targeting GBM.",100
1095,docetaxel,"To this end, we developed chemo-immunotherapy delivery vehicles based on sHDL nanodiscs loaded with CpG, a Toll-like receptor 9 (TLR9) agonist, together with docetaxel (DTX), a chemotherapeutic agent, for targeting GBM.",158
1095,dtx,"To this end, we developed chemo-immunotherapy delivery vehicles based on sHDL nanodiscs loaded with CpG, a Toll-like receptor 9 (TLR9) agonist, together with docetaxel (DTX), a chemotherapeutic agent, for targeting GBM.",169
1095,dtx,that delivery of DTX-sHDL-CpG nanodiscs into the tumor mass elicited tumor regression and antitumor CD8(+),17
1095,cpg,that delivery of DTX-sHDL-CpG nanodiscs into the tumor mass elicited tumor regression and antitumor CD8(+),26
1095,dtx,"Furthermore, the combination of DTX-sHDL-CpG treatment with radiation (IR), which is the standard of care for GBM, resulted in tumor regression and long-term survival in 80% of GBM-bearing animals.",32
1145,pacritinib,"Here, we evaluated the preclinical efficacy of pacritinib, a novel compound targeting JAK2, using a collection of diverse patient-derived brain tumor initiating cells (BTICs).Experimental designThe effects of pacritinib on BTIC viability and sphere forming capacity were evaluated in vitro using the alamarBlue and neurosphere assays, respectively.",47
1145,pacritinib,"Here, we evaluated the preclinical efficacy of pacritinib, a novel compound targeting JAK2, using a collection of diverse patient-derived brain tumor initiating cells (BTICs).Experimental designThe effects of pacritinib on BTIC viability and sphere forming capacity were evaluated in vitro using the alamarBlue and neurosphere assays, respectively.",209
1145,pacritinib,"The efficacy of pacritinib was tested in vivo in pharmacokinetic analyses, liver microsome analyses, and Kaplan-Meier survival studies.",16
1145,pacritinib,"In vitro, pacritinib decreased BTIC viability and sphere forming potential at low micromolar doses and demonstrated on-target inhibition of STAT3 signaling.",10
1145,pacritinib,"Additionally, pacritinib was found to improve the response to temozolomide (TMZ) in TMZ-resistant BTICs.",14
1145,temozolomide,"Additionally, pacritinib was found to improve the response to temozolomide (TMZ) in TMZ-resistant BTICs.",62
1145,tmz,"Additionally, pacritinib was found to improve the response to temozolomide (TMZ) in TMZ-resistant BTICs.",76
1145,tmz,"Additionally, pacritinib was found to improve the response to temozolomide (TMZ) in TMZ-resistant BTICs.",84
1145,pacritinib,"In vivo, systemic treatment with pacritinib demonstrated blood-brain barrier penetration and led to improved overall median survival in combination with TMZ, in mice orthotopically xeno-grafted with an aggressive recurrent GBM BTIC culture.",33
1145,tmz,"In vivo, systemic treatment with pacritinib demonstrated blood-brain barrier penetration and led to improved overall median survival in combination with TMZ, in mice orthotopically xeno-grafted with an aggressive recurrent GBM BTIC culture.",153
1145,pacritinib,"This preclinical study demonstrates the efficacy of pacritinib and supports the feasibility of testing pacritinib for the treatment of GBM, in combination with the standard of care TMZ.",52
1145,pacritinib,"This preclinical study demonstrates the efficacy of pacritinib and supports the feasibility of testing pacritinib for the treatment of GBM, in combination with the standard of care TMZ.",103
1145,tmz,"This preclinical study demonstrates the efficacy of pacritinib and supports the feasibility of testing pacritinib for the treatment of GBM, in combination with the standard of care TMZ.",181
1169,aprepitant,"CUSP9* drugs-aprepitant, artesunate, auranofin, captopril, celecoxib, disulfiram, itraconazole, sertraline, ritonavir, are all widely approved by regulatory authorities, marketed for non-cancer indications.",13
1169,artesunate,"CUSP9* drugs-aprepitant, artesunate, auranofin, captopril, celecoxib, disulfiram, itraconazole, sertraline, ritonavir, are all widely approved by regulatory authorities, marketed for non-cancer indications.",25
1169,auranofin,"CUSP9* drugs-aprepitant, artesunate, auranofin, captopril, celecoxib, disulfiram, itraconazole, sertraline, ritonavir, are all widely approved by regulatory authorities, marketed for non-cancer indications.",37
1169,captopril,"CUSP9* drugs-aprepitant, artesunate, auranofin, captopril, celecoxib, disulfiram, itraconazole, sertraline, ritonavir, are all widely approved by regulatory authorities, marketed for non-cancer indications.",48
1169,celecoxib,"CUSP9* drugs-aprepitant, artesunate, auranofin, captopril, celecoxib, disulfiram, itraconazole, sertraline, ritonavir, are all widely approved by regulatory authorities, marketed for non-cancer indications.",59
1169,disulfiram,"CUSP9* drugs-aprepitant, artesunate, auranofin, captopril, celecoxib, disulfiram, itraconazole, sertraline, ritonavir, are all widely approved by regulatory authorities, marketed for non-cancer indications.",70
1169,itraconazole,"CUSP9* drugs-aprepitant, artesunate, auranofin, captopril, celecoxib, disulfiram, itraconazole, sertraline, ritonavir, are all widely approved by regulatory authorities, marketed for non-cancer indications.",82
1169,sertraline,"CUSP9* drugs-aprepitant, artesunate, auranofin, captopril, celecoxib, disulfiram, itraconazole, sertraline, ritonavir, are all widely approved by regulatory authorities, marketed for non-cancer indications.",96
1169,ritonavir,"CUSP9* drugs-aprepitant, artesunate, auranofin, captopril, celecoxib, disulfiram, itraconazole, sertraline, ritonavir, are all widely approved by regulatory authorities, marketed for non-cancer indications.",108
1169,temozolomide,"By blocking survival paths, the aim is to render temozolomide, the current standard cytotoxic drug used in primary glioblastoma treatment, more effective.",49
1169,aldehyde,"The combined action of this suite of drugs blocks signaling at, or the activity of, AKT phosphorylation, aldehyde dehydrogenase, angiotensin converting enzyme, carbonic anhydrase -2,- 9, -12, cyclooxygenase-1 and -2, cathepsin B, Hedgehog, interleukin-6, 5-lipoxygenase, matrix metalloproteinase -2 and -9, mammalian target of rapamycin, neurokinin-1, p-gp efflux pump, thioredoxin reductase, tissue factor, 20 kDa translationally controlled tumor protein, and vascular endothelial growth factor.",105
