,title,text,abstract,url
1466,Advances in Experimental Targeted Therapy and Immunotherapy for Patients with Glioblastoma Multiforme,"Genome Atlas Research Network consortium carried out multiplatform analysis (DNA mutations, mRNA, microRNA expressions) of 500 tumor tissue samples from patients with untreated primary GBM  . This initiative, together with the other large multiplatform studies, revealed several abnormalities in a diversity of mutated genes and cellular signaling pathways involved in high-grade glioma development and progression      . The most important genetic and epigenetic aberrations were found in following cellular signaling pathways i) Kirsten rat sarcoma viral oncogene homolog (KRAS) and phosphoinositide 3-kinase (PI3K) oncogenic pathways (88% of GBM), ii) the p53 pathway (87% of GBM), iii) cell-cycle regulatory pathway (78% of GBM), and iv) the newly-discovered alterations in metabolic pathways including isocitrate dehydrogenases 1 and 2 (IDH1/2) mutations (10% of GBM). The mutations in IDH1/2 serve also as an independent and important GBM prognostic factor    . Their routine assessment is now highly recommended in the clinical management of patients with glioma (including GBM) according to the recently updated World Health Organization (WHO) 2016 classification of CNS tumors    .","Glioblastoma multiforme (GBM) represents the most malignant primary brain tumor in adults with generally dismal prognosis, early clinical deterioration and high mortality. GBM is extremely invasive, characterized by intense and aberrant vascularization and high resistance to multimodal treatment. Standard therapy (surgery, radiotherapy and chemotherapy with temozolomide) has very limited effectiveness, with median overall survival of patients no longer than 15 months. Progress in genetics and epigenetics of GBM over the past decade has revealed various aberrations in cellular signaling pathways, the tumor microenvironment, and pathological angiogenesis. A number of targeted anticancer drugs, such as small-molecule kinase inhibitors and monoclonal antibodies, have been evaluated in clinical trials with newly-diagnosed, as well as recurrent GBM. Unfortunately, to date, only a single anti-angiogenic agent, bevacizumab, has been approved for the treatment of recurrent GBM in the USA and Canada. The novel possibilities of cancer immunotherapy, especially immune checkpoint inhibitors, are being evaluated in clinical trials of patients with GBM. The most recent clinical experiences with targeted therapy as well as immunotherapy of GBM are given in this review. The relative lack of success of some of these approaches recently revealed in well-designed randomized clinical trials is also discussed.",https//ar.iiarjournals.org/content/anticanres/37/1/21.full.pdf
1492,Exploration of the gene fusion landscape of glioblastoma using transcriptome sequencing and copy number data,"Cancers result from the accumulation of genomic mutations and epigenetic alterations that change gene expression and function. In particular, gene fusions have been recognized as an associated and significant feature of cancer since the characterization of the Philadelphia chromosome  . The occurrence of gene fusions in solid tumors has long been noted, but their importance has been appreciated only recently, largely due to high throughput technologies such as transcriptome sequencing (RNA-seq)     . RNA-seq permits genome-wide transcription analysis for novel transcript discovery."," RNA-seq has spurred important gene fusion discoveries in a number of different cancers, including lung, prostate, breast, brain, thyroid and bladder carcinomas. Gene fusion discovery can potentially lead to the development of novel treatments that target the underlying genetic abnormalities. In this study, we provide comprehensive view of gene fusion landscape in 185 glioblastoma multiforme patients from two independent cohorts. Fusions occur in approximately 30-50% of GBM patient samples. In the Ivy Center cohort of 24 patients, 33% of samples harbored fusions that were validated by qPCR and Sanger sequencing. We were able to identify high-confidence gene fusions from RNA-seq data in 53% of the samples in a TCGA cohort of 161 patients. We identified 13 cases (8%) with fusions retaining a tyrosine kinase domain in the TCGA cohort and one case in the Ivy Center cohort. Ours is the first study to describe recurrent fusions involving non-coding genes. Genomic locations 7p11 and 12q14-15 harbor majority of the fusions. Fusions on 7p11 are formed in focally amplified EGFR locus whereas 12q14-15 fusions are formed by complex genomic rearrangements. All the fusions detected in this study can be further visualized and analyzed using our website http//ivygap.swedish.org/fusions. Our study highlights the prevalence of gene fusions as one of the major genomic abnormalities in GBM. The majority of the fusions are private fusions, and a minority of these recur with low frequency. A small subset of patients with fusions of receptor tyrosine kinases can benefit from existing FDA approved drugs and drugs available in various clinical trials. Due to the low frequency and rarity of clinically relevant fusions, RNA-seq of GBM patient samples will be a vital tool for the identification of patient-specific fusions that can drive personalized therapy.",https//bmcgenomics.biomedcentral.com/track/pdf/10.1186/1471-2164-14-818.pdf
1541,New perspectives in glioblastoma antiangiogenic therapy,"Glioblastoma (GB), first described in 1926 in the classification of brain tumours by Cushing, is the most common primary brain cancer among adults and the most aggressive malignant brain tumour. GB has an incidence of 1.26  1 (men vs. women) and a median survival rate of 13-16 months after standard therapy consisting of maximal resection, radiotherapy, and chemotherapy with temozolomide. Unfortunately, the prognosis is poor with a survival rate of 5% at five years; there is a small increase in the survival rate for patients diagnosed under the age of 20. Only 10% of these types of malignant tumours are secondary neoplasm, evolved from low-grade brain tumours (e.g. anaplastic astrocytoma). The remaining 90% of GB are de novo glioblastoma multiforme and have a rapid progression of only three months, compared with the secondary glioblastoma that has a progression time of 4-5 years    . Glioblastomas are highly vascularised tumours, known to exhibit enhanced infiltrative potential.","Glioblastoma (GB) is highly vascularised tumour, known to exhibit enhanced infiltrative potential. One of the characteristics of glioblastoma is microvascular proliferation surrounding necrotic areas, as a response to a hypoxic environment, which in turn increases the expression of angiogenic factors and their signalling pathways (RAS/RAF/ERK/MAPK pathway, PI3K/Akt signalling pathway and WTN signalling cascade). Currently, a small number of anti-angiogenic drugs, extending glioblastoma patients survival, are available for clinical use. Most medications are ineffective in clinical therapy of glioblastoma due to acquired malignant cells or intrinsic resistance, angiogenic receptors cross-activation and redundant intracellular signalling, or the inability of the drug to cross the blood-brain barrier and to reach its target in vivo. Researchers have also observed that GB tumours are different in many aspects, even when they derive from the same tissue, which is the reason for personalised therapy.An understanding of the molecular mechanisms regulating glioblastoma angiogenesis and invasion may be important in the future development of curative therapeutic approaches for the treatment of this devastating disease.",https//www.ncbi.nlm.nih.gov/pmc/articles/PMC4925727/pdf/WO-20-26262.pdf
1556,Phase 1 trial of gefitinib plus sirolimus in adults with recurrent malignant glioma,"Traditional cytotoxic therapies, including external beam radiotherapy (X-ray therapy) and chemotherapy, provide a modest survival advantage for some patients with newly diagnosed glioblastoma multiforme  . Salvage therapies are ineffective  , and nearly all glioblastoma multiforme patients die within 1 to 2 years of diagnosis. Innovative, more effective treatments are desperately needed for this patient population."," To determine the maximum tolerated dose (MTD) and dose-limiting toxicity (DLT) of gefitinib, a receptor tyrosine kinase inhibitor of the epidermal growth factor receptor, plus sirolimus, an inhibitor of the mammalian target of rapamycin, among patients with recurrent malignant glioma.Patients and s Gefitinib and sirolimus were administered on a continuous daily dosing schedule at dose levels that were escalated in successive cohorts of malignant glioma patients at any recurrence who were stratified based on concurrent use of CYP3A-inducing anticonvulsants [enzyme-inducing antiepileptic drugs, (EIAED)]. Pharmacokinetic and archival tumor biomarker data were also assessed. Thirty-four patients with progressive disease after prior radiation therapy and chemotherapy were enrolled, including 29 (85%) with glioblastoma multiforme and 5 (15%) with anaplastic glioma. The MTD was 500 mg of gefitinib plus 5 mg of sirolimus for patients not on EIAEDs and 1,000 mg of gefitinib plus 10 mg of sirolimus for patients on EIAEDs. DLTs included mucositis, diarrhea, rash, thrombocytopenia, and hypertriglyceridemia. Gefitinib exposure was not affected by sirolimus administration but was significantly lowered by concurrent EIAED use. Two patients (6%) achieved a partial radiographic response, and 13 patients (38%) achieved stable disease. We show that gefitinib plus sirolimus can be safely coadministered on a continuous, daily dosing schedule, and established the recommended dose level of these agents in combination for future phase 2 clinical trials.",https//clincancerres.aacrjournals.org/content/clincanres/12/3/860.full.pdf
1608,"Targeted Therapeutics in Patients With High-Grade Gliomas Past, Present, and Future","Despite years of basic research and clinical trials, glioblastoma (GBM) remains one of the deadliest primary brain tumors in adults. Standard treatments for GBM and other high-grade gliomas with a survival benefit in randomized studies include maximal safe surgical resection, radiation, chemotherapy with temozolomide (TMZ)  , and, more recently, tumor-treating fields  . Despite these treatment advances, only ∼15-20 % of GBM patients survive to 5 years, and no therapies have demonstrated a durable survival benefit in recurrent disease   . GBMs are part of a broader category of diffusely infiltrating gliomas consisting of grades II through IV tumors. Gliomas have historically been classified and treated according to the World Health Organization (WHO) 2007 criteria, which are based on histopathology  . In this scheme, the highgrade gliomas are composed of grade III gliomas (anaplastic astrocytomas, anaplastic oligodendrogliomas, and anaplastic oligoastrocytomas) and grade IV GBMs. Most GBMs are primary, but 20 % are secondary with malignant transformation from lower-grade gliomas (sometimes called secondary GBMs).","High-grade gliomas remain incurable despite current therapies, which are plagued by high morbidity and mortality. Molecular categorization of glioma subtypes using mutations in isocitrate dehydrogenase 1/2 (IDH1/2), TP53, and ATRX; codeletion of chromosomes 1p and 19q; DNA methylation; and amplification of genes such as epidermal growth factor receptor (EGFR) and platelet-derived growth factor receptor, alpha polypeptide provides a more accurate prognostication and biologic classification than classical histopathological diagnoses, and a number of molecular markers are being incorporated in the new World Health Organization classification of gliomas. However, despite the improved understanding of the molecular subtypes of gliomas and the underlying alterations in specific signaling pathways, these observations have so far failed to result in the successful application of targeted therapies, as has occurred in other solid tumors. To date, the only targeted therapy for gliomas approved by the US Food and Drug Administration is bevacizumab, which targets vascular endothelial growth factor. EGFR remains a dominant molecular alteration in specific glioma subtypes and represents a potentially promising target, with drugs of multiple types targeting EGFR in development including vaccines, antibody drug conjugates, and chimeric antigen receptor (CAR) T cells, despite the prior failures of EGFR tyrosine kinase inhibitors. Immune therapies under investigation include checkpoint inhibitors, vaccines against tumor-associated antigens and tumor-specific antigens, pulsed dendritic cells, heat shock protein-tumor conjugates, and CAR T cells. Mutations in the IDH1/2 genes are central to gliomagenesis in a high proportion of grade II and III gliomas, and ongoing trials are examining vaccines against IDH1, small molecular inhibitors of IDH1 and IDH2, and metabolic components including NAD+ depletion to target IDH-mutated gliomas. The central role of DNA methylation in a subset of gliomas may be targetable, but better understanding of the relation between epigenetic alterations and resulting tumor biology appears necessary. Ultimately, given the prior failure of single-agent targeted therapy in high-grade gliomas, it appears that novel combinatorial therapy or targeted drugs with immunomodulatory or epigenetic approaches will likely be necessary to successfully combat these challenging tumors.",https//link.springer.com/content/pdf/10.1007/s11864-016-0418-0.pdf
1628,Localized targeted antiangiogenic drug delivery for glioblastoma,"Glioblastoma multiforme (GBM), recognized as one of the most aggressive primary malignant brain tumors, has an incidence rate of three cases per 100,000 persons in the middle-aged population    . After maximal surgery, chemotherapy, and radiation, the median survival is between 14 and months   . The outlook is even worse for recurrent GBM, with a progression free survival of only 6.9 months after tumor recurrence   . Treatment options for recurrent GBM are varied, and include assorted chemotherapeutic regimens, re-resection, and recently, tumor treatment fields with radio waves  . Despite these standard treatment options, recurrence is almost inevitable  . Being a highly vascular tumor, GBM is characterized by extensive proliferation of blood vessels through various cellular pathways such as vascular endothelial growth factor (VEGF), fibroblast growth factor 2 (FGF-2), platelet derived growth factor (PDGF), stromal cell-derived factor-1 (SDF-1) and interleukin 8 (IL-8)   . Studies have considered a number of novel treatment approaches over the years such as the application of antiangiogenic agents like Bevacizumab, a humanized monoclonal antibody targeting VEGF, for systemic GBM therapy.  yielding prolonged progression free survival was promising, but unfortunately minimal improvements in overall survival were achieved in patients receiving Bevacizumab as a single agent or in combination therapy     . In addition, dose limiting systemic toxicities including hypertension, arterial thromboembolic events, proteinuria, bowel perforation, reversible posterior leukoencephalopathy syndrome, wound complications and hemorrhage were seen among Bevacizumab treatment groups  . A factor that commonly contributes to poor treatment response in the central nervous system is the limited permeability of the blood brain barrier (BBB)  . In GBM, the BBB is partially disrupted in the tumor core but the majority remains intact, forming a strong protective barrier between the tumor and the outside environment. This makes it difficult to deliver these treatment agents at a sufficient dose for effectiveness without also creating serious toxicity  1 .","Systemic delivery of antiangiogenic agents has been ineffective in improving the overall survival of patients with both primary and recurrent glioblastoma, in part due to dose-limiting toxicities. With the development of new and efficient localized delivery methods and vehicles, an otherwise lethal dose of antiangiogenic chemotherapy can be used to treat tumors while minimizing systemic side effects. Current in-vitro and in-vivo animal studies have shown promising results that encourage the pursuit towards human clinical trials for localized antiangiogenic treatment in the near future.",https//link.springer.com/content/pdf/10.1007/s11060-018-2747-2.pdf
1651,Phase I Pharmacokinetic Study of the Vascular Endothelial Growth Factor Receptor Tyrosine Kinase Inhibitor Vatalanib (PTK787) Plus Imatinib and Hydroxyurea for Malignant Glioma,"The current standard of care for patients with newly diagnosed glioblastoma multiforme (GBM), the most common primary adult central nervous system tumor, includes radiotherapy plus temozolomide (TMZ), based on a modest survival benefit compared with radiotherapy alone. However, recurrence remains universal, with a median progression-free survival (PFS) of only 6.9 months. 1 Patients with grade malignant glioma (MG) fare somewhat better, with median survival between 2 and 5 years. 2 After recurrence, there is no established, effective treatment. Therefore, more active therapies to improve survival for newly diagnosed MG patients and beneficial salvage therapies for patients following progression are critically needed.","BACKGROUND This study determined the maximum tolerated dose (MTD) and dose-limiting toxicities (DLT) of the oral vascular endothelial growth factor receptor (VEGFR) inhibitor, vatalanib, when administered with imatinib and hydroxyurea on a continuous daily schedule among recurrent malignant glioma patients. METHODS All patients received 500 mg of hydroxyurea twice daily. Imatinib was dosed at 400 mg per day for patients not taking enzyme-inducing antiepileptic drugs (EIAEDs; stratum A) and at 500 mg twice-a-day for patients taking EIAEDs (stratum B). Vatalanib was escalated from 500 mg to 1250 mg twice daily in successive cohorts, independently for each stratum. Pharmacokinetics of each drug were assessed. RESULTS A total of 37 recurrent patients, 34 (92%) with glioblastoma and 3 (8%) with grade 3 malignant glioma, were enrolled. Nineteen patients (51%) were taking EIAEDs. The MTD of vatalanib for all patients was 1000 mg twice-a-day. DLTs were hematologic, gastrointestinal, renal, and hepatic. No patients developed intracranial hemorrhage. Concurrent administration of imatinib and hydroxyurea did not affect vatalanib exposure, but EIAEDs decreased vatalanib and imatinib plasma exposures. CONCLUSIONS Vatalanib doses up to 1000 mg twice-a-day combined with imatinib and hydroxyurea were well tolerated. Strategies to target tumor blood vessel endothelial cells and pericytes by inhibiting VEGFR and platelet-derived growth factor, respectively, were safe among recurrent malignant glioma patients and may enhance antiangiogenesis activity. Cancer 2009;1152188-98. (C) 2009 American Cancer Society.",https//acsjournals.onlinelibrary.wiley.com/doi/pdfdirect/10.1002/cncr.24213?download=true
1676,Recurrent MET fusion genes represent a drug target in pediatric glioblastoma,"l e t t e r S Pediatric glioblastoma is one of the most common and most deadly brain tumors in childhood. Using an integrative genetic analysis of 53 pediatric glioblastomas and five in vitro model systems, we identified previously unidentified gene fusions involving the MET oncogene in ~10% of cases. These MET fusions activated mitogen-activated protein kinase (MAPK) signaling and, in cooperation with lesions compromising cell cycle regulation, induced aggressive glial tumors in vivo. MET inhibitors suppressed MET tumor growth in xenograft models. Finally, we treated a pediatric patient bearing a MET-fusion-expressing glioblastoma with the targeted inhibitor crizotinib. This therapy led to substantial tumor shrinkage and associated relief of symptoms, but new treatment-resistant lesions appeared, indicating that combination therapies are likely necessary to achieve a durable clinical response.","Pediatric glioblastoma is one of the most common and most deadly brain tumors in childhood. Using an integrative genetic analysis of 53 pediatric glioblastomas and five in vitro model systems, we identified previously unidentified gene fusions involving the MET oncogene in similar to 10% of cases. These MET fusions activated mitogen-activated protein kinase (MAPK) signaling and, in cooperation with lesions compromising cell cycle regulation, induced aggressive glial tumors in vivo. MET inhibitors suppressed MET tumor growth in xenograft models. Finally, we treated a pediatric patient bearing a MET-fusion-expressing glioblastoma with the targeted inhibitor crizotinib. This therapy led to substantial tumor shrinkage and associated relief of symptoms, but new treatment-resistant lesions appeared, indicating that combination therapies are likely necessary to achieve a durable clinical response.",https//www.nature.com/articles/nm.4204.pdf
1693,Emerging Clinical Principles on the Use of Bevacizumab for the Treatment of Malignant Gliomas,"chemotherapy, as an active treatment option for patients with recurrent GB who have failed previous TMZ therapy,  leading to the recent US. Food and Drug Administration (FDA) approval of single-agent bevacizumab in previously treated GB.  Preliminary efficacy and safety data describing bevacizumab-based therapy in recurrent AG and additional neuro-oncology treatment settings, although emerging, also are of interest. This review will provide an overview of the role of angiogenesis in HGG and the development of bevacizumab-based treatment, the clinical efficacy and safety data on bevacizumab in this tumor setting, practical insights into bevacizumab administration, and a forward outlook on bevacizumab in other brain tumor treatment settings.","Despite advances in adjuvant therapy, the prognosis for most patients with high-grade glioma (HGG) is poor, and almost all HGGs have a likelihood of disease recurrence. HGGs are highly vascularized tumors with elevated expression levels of vascular endothelial growth factor (VEGF), an important mediator of angiogenesis. A compelling biologic rationale, a pressing need for improved therapeutics and positive results from studies of bevacizumab in other tumor types, led to the evaluation of bevacizumab in the treatment of HGG. It was demonstrated previously that bevacizumab, which is a humanized monoclonal antibody that targets VEGF, improved outcomes when combined with chemotherapy (most commonly irinotecan) in patients with recurrent HGG; and, on the basis of an improved objective response rate in 2 prospective phase 2 studies, bevacizumab was granted accelerated approval by the US Food and Drug Administration as a single agent in patients with previously treated glioblastoma (GB). Bevacizumab-containing therapy has been associated with manageable, class-specific toxicity; however, severe treatment-related adverse events are observed in a minority of patients. Preliminary data on bevacizumab-based therapy in recurrent anaplastic gliomas, in the frontline treatment of GB, and in additional patient populations are also encouraging. With the goal of addressing unanswered questions regarding the optimal use of bevacizumab, the objective of the current review was to provide a summary of the clinical efficacy and safety data on bevacizumab in patients with HGG, the practical issues surrounding the administration of bevacizumab, and ongoing investigations of bevacizumab in additional brain tumor treatment settings. Cancer 2010;1163988-99. (C) 2010 American Cancer Society",https//acsjournals.onlinelibrary.wiley.com/doi/pdfdirect/10.1002/cncr.25256?download=true
1720,"Targeting NEK2 attenuates glioblastoma growth and radioresistance by destabilizing histone methyltransferase EZH2 (Retracted article. See vol. 130, pg. 6187, 2020)","Glioblastoma (GBM) is the most prevalent and lethal primary brain tumor in adults, with a median overall survival of less than 2 years after diagnosis, even with maximal therapy   . Survival rates for patients with GBM are dismal, with 2-year survival rates ranging from 26% to 33% and 5-year survival rates below 5%   . The standard treatment for GBM includes maximal safe surgical resection, followed by radiotherapy and chemotherapy with temozolomide (TMZ)    . However, life-threatening tumor recurrences are inevitable in the vast majority of patients given the best available treatments   . Recent studies have shown that, like some other malignant tumors, GBM exhibits a large range of phenotypic, molecular, and cellular heterogeneity, and a small subpopulation of tumor cells, termed glioma stem cells (GSCs), is responsible for tumorigenesis, treatment resistance, and subsequent tumor recurrence   . Therefore, it is critical to elucidate the molecular mechanisms underlying the maintenance of the characteristics of the GSC population and the resistance of these cells to radiotherapy or chemotherapy.","Accumulating evidence suggests that glioma stem cells (GSCs) are important therapeutic targets in glioblastoma (GBM). In this study, we identified NIMA-related kinase 2 (NEK2) as a functional binding protein of enhancer of zeste homolog 2 (EZH2) that plays a critical role in the posttranslational regulation of EZH2 protein in GSCs. NEK2 was among the most differentially expressed kinase-encoding genes in GSC-containing cultures (glioma spheres), and it was required for in vitro clonogenicity, in vivo tumor propagation, and radioresistance. Mechanistically, the formation of a protein complex comprising NEK2 and EZH2 in glioma spheres phosphorylated and then protected EZH2 from ubiquitination-dependent protein degradation in a NEK2 kinase activity-dependent manner. Clinically, NEK2 expression in patients with glioma was closely associated with EZH2 expression and correlated with a poor prognosis. NEK2 expression was also substantially elevated in recurrent tumors after therapeutic failure compared with primary untreated tumors in matched GBM patients. We designed a NEK2 kinase inhibitor, compound 3a (CMP3a), which efficiently attenuated GBM growth in a mouse model and exhibited a synergistic effect with radiotherapy. These data demonstrate a key role for NEK2 in maintaining GSCs in GBM by stabilizing the EZH2 protein and introduce the small-molecule inhibitor CMP3a as a potential therapeutic agent for GBM.",https//dm5migu4zj3pb.cloudfront.net/manuscripts/89000/89092/JCI89092.v2.pdf
1752,O-6-methylguanine DNA methyltransferase as a promising target for the treatment of temozolomide-resistant gliomas,"Temozolomide (TMZ) is an alkylating agent currently used as first-line therapy for gliomas treatment due to its DNA-damaging effect. Resistance to TMZ emerges with prolonged treatment, mainly due to O  -methylguanine-DNA-methyltransferase (MGMT), which repairs O -methylguanine (O  -meG) lesion by transferring the alkyl group from guanine to a cysteine residue, which posts a major therapeutic challenge. Inhibition of MGMT with several O  -guanine derivatives and related compounds has been explored and shown to enhance TMZ-induced cytotoxicity in cancer cells. There is a challenge in overcoming dose-limiting myelosuppressive toxicity of TMZ while maintaining its efficacy. Well-designed clinical trials showing that inhibition of MGMT is clinically beneficial for patients with gliomas are lacking.","Temozolomide (TMZ) is an alkylating agent currently used as first-line therapy for gliomas treatment due to its DNA-damaging effect. However, drug resistance occurs, preventing multi-cycle use of this chemotherapeutic agent. One of the major mechanisms of cancer drug resistance is enhanced activity of a DNA repair enzyme, O-6-methylguanine-DNA-methyltransferase (MGMT), which counteracts chemotherapy-induced DNA alkylation and is a key component of chemoresistance. MGMT repairs TMZ-induced DNA lesions, O-6-meG, by transferring the alkyl group from guanine to a cysteine residue. This review provides an overview of recent advances in the field, with particular emphasis on the inhibitors of MGMT and underlying mechanisms. Literature search was performed through PubMed and all relevant articles were reviewed, with particular attention to MGMT, its role in TMZ-resistant gliomas, effects of MGMT inhibitors and the underlying mechanisms. Several strategies are currently being pursued to improve the therapeutic efficacy of TMZ via inhibition of MGMT to reduce chemoresistance and improve overall survival. MGMT may be a promising target for the treatment of TMZ-resistant gliomas.",https//www.nature.com/articles/cddis2013388.pdf
1770,The role of insulin-like growth factor binding protein-3 in the breast cancer cell response to DNA-damaging agents,"Breast cancer is the most common form of cancer in women, and the second leading cause of cancer-related death among females worldwide.   Although the five-year survival rate for cancer confined to the breast has increased to about 80-90% in the last decade, approximately one-third of all breast cancer patients still die from the disease because metastatic breast cancer remains generally incurable.  DNA-damaging therapy, including radiotherapy or cytotoxic chemotherapy, is an important weapon against advanced breast cancer. However, cancer cells frequently develop resistance to either ionizing radiation or cytotoxic agents, and the precise mechanism by which they do so is still unclear. There is increasing evidence that the receptor tyrosine kinase, epidermal growth factor receptor (EGFR), has an important role in this process. EGFR has been shown to confer tumor resistance to radiotherapy through radiation-induced nuclear translocation of the receptor and its interaction with the DNAdependent protein kinase (DNA-PK) complex, a key component of the DNA repair pathway. Targeting the DNA repair function of EGFR may serve as a therapeutic model for sensitizing tumors to radiotherapy in patients.  However, only limited benefit has been obtained from combining the treatment with EGFR inhibitors, and overall response rates are still low in most patients.   Therefore, further studies are necessary to determine if other signaling pathways may oppose the DNA-damaging process.","Following exposure to radiation and chemotherapeutic agents, the epidermal growth factor receptor (EGFR) can modulate the repair of DNA double-strand breaks (DSB) by forming protein complexes that include the catalytic subunit of DNA-dependent protein kinase (DNA-PKcs). This is one of the key mechanism by which tumors become resistant to DNA-damaging therapies. Our previous studies have shown that insulin-like growth factor binding protein-3 (IGFBP-3) is a substrate for DNA-PKcs, and can transactivate EGFR. We therefore questioned whether IGFBP-3 might interact with the EGFR - DNA-PK complex that regulates the DNA damage response. The aim of this study was to delineate the role of IGFBP-3 in the response of breast cancer cells to DSB-inducing chemotherapeutic agents. In the estrogen receptor-negative breast cancer cell lines MDA-MB-468 and Hs578T, which express IGFBP-3 highly, nuclear localization of EGFR and IGFBP-3 was enhanced by treatment with cytotoxic drugs etoposide or doxorubicin and reduced by the EGFR kinase inhibitor gefitinib. Enhanced association among IGFBP-3, EGFR and DNA-PKcs, following the exposure to DNA-damaging drugs was supported by both co-immunoprecipitation analysis and direct visualization by proximity ligation assay. The activation of DNA-PKcs at Ser2056, DNA repair as measured by a nonhomologous end-joining assay, and the increase in EGFR and DNA-PKcs interaction induced by DNA-damaging agents, were all decreased by IGFBP-3 silencing, suggesting that IGFBP-3 has an obligatory role in the DNA repair response to DNA-damaging therapy. In conclusion, IGFBP-3 co-translocation to the nucleus of breast cancer cells and its formation of a complex with DNA-PKcs and EGFR in response to DNA damage shows its potential involvement in the regulation of DNA repair. This suggests the possibility of a therapeutic approach for sensitizing breast cancer to chemo-or radiotherapy by targeting the DNA repair function of IGFBP-3.",https//www.nature.com/articles/onc2012538.pdf
1801,"A phase 2 study of the first imipridone ONC201, a selective DRD2 antagonist for oncology, administered every three weeks in recurrent glioblastoma","Glioblastoma is the most frequent adult primary malignant brain tumor. FDA-approved treatment options remain few and the prognosis remains dismal with a median survival of 14.6 months  and a 5-year-survival rate of 9.8%  . In IDH wild-type tumors, MGMT gene promoter methylation status is the most significant prognostic factor for overall survival with extent of resection, corticosteroid use, and number of lesions also possessing prognostic significance. Standard treatment of glioblastoma includes surgery followed by concomitant radiation and temozolomide followed by maintenance temozolomide for 6 months. Unfortunately, this regimen can be associated with toxicity that is particularly problematic for elderly patients who frequently experience neurotoxicity and Grade 3-4 hematological toxicities  . Recurrent glioblastoma has no approved therapy that has been shown to prolong survival in a prospective study. Clearly, new therapies are needed for patients with recurrent glioblastoma.","ONC201 is an oral, small molecule selective antagonist of the G protein-coupled receptor DRD2 that causes p53-independent apoptosis in tumor cells via integrated stress response activation and Akt/ERK inactivation. We performed a Phase II study that enrolled 17 patients with recurrent, bevacizumab-naive, IDH1/2 WT glioblastoma who received 625mg ONC201 every three weeks. Median OS was 41.6 weeks with OS6 of 71% and OS9 of 53%. Seven of 17 patients are alive. PFS6 was 11.8% with two patients remaining on study who continue to receive ONC201 for > 12 months. One of these patients had a durable objective response with a secondary glioblastoma possessing a H3.3 K27M mutation, exhibiting regression by 85% in one lesion and 76% in the second lesion. The second patient who continues to receive ONC201 for > 12 months remains disease-free after enrolling on this trial following a re-resection. No drug-related SAEs or treatment discontinuation due to toxicity occurred. Plasma PK at 2 hours post-dose was 2.6 ug/mL, serum prolactin induction was observed as a surrogate marker of target engagement, and DRD2 was expressed in all evaluated archival tumor specimens. In summary, ONC201 is well tolerated and may have single agent activity in recurrent glioblastoma patients.",https//www.oncotarget.com/article/17837/pdf/
1827,Additive antiangiogenesis effect of ginsenoside Rg3 with low-dose metronomic temozolomide on rat glioma cells both in vivo and in vitro,"Glioblastoma is the most common and lethal primary brain cancer in adults. The current standard treatment for this newly diagnosed disease is initial maximal feasible surgery with subsequent radiation plus chemotherapy   . Temozolomide (TMZ) is the second generation of alkylating agents with excellent oral bioavailability and good penetration across the blood brain barrier   . TMZ combined with radiotherapy improves glioblastoma patient survival rates and prolongs the progression-free survival compared with radiation therapy alone  . It is currently the preferred first line chemotherapeutic drug in combination with radiation in the treatment for glioblastoma. However, the five-year survival rate after the diagnosis is still less than 8 % under current standard therapy    ."," Glioblastoma is the most common and deadly primary brain tumor in adults. Low-dose, metronomic (LDM) temozolomide (TMZ) displays improved efficacy in the treatment of glioblastoma by targeting angiogenesis, but has a limited effect on recurrence. The antiangiogenesis drug ginsenoside Rg3 (RG3) is the main active ingredient of ginseng, a popular herbal medicine.s Using an in vitro and a rat model of an orthotopic glioma allograft, this study was to determine whether RG3 enhanced the antiangiogenesis activity of LDM TMZ in the treatment of glioblastoma. Our results showed that combined use of TMZ with RG3 displayed additive inhibition on proliferation of both human umbilical vein endothelial cells (HUVEC) and rat C6 glioma cells in vitro. They additively arrested cell cycle, increased apoptosis, and decreased VEGF-A and BCL-2 expression in HUVEC. Antiangiogenesis effect was also evaluated in the rat model of orthotopic glioma allograft, based upon markers including relative cerebral blood volume (rCBV) by magnetic resonance imaging (MRI), VEGF levels and microvessel density (MVD)/CD34 staining. LDM TMZ alone was potent in suppressing angiogenesis and tumor growth, whereas RG3 alone only had modest antiangiogenesis effects. Combined treatment significantly and additively suppressed angiogenesis, without additive inhibitory effects on allografted tumor growth. These data provide evidence showing the efficacy of LDM TMZ on glioma treatment. The combined additive antiangiogenesis effect suggests that RG3 has the potential to further increase the efficacy of LDM TMZ in the treatment of glioblastoma.",https//jeccr.biomedcentral.com/track/pdf/10.1186/s13046-015-0274-y.pdf
